Suburb,Address,PropertyType,Bedrooms,Bathrooms,CarSpaces,LandSize_m2,SaleDate,SoldPrice_AUD,SourceURL
Seaford,"18B McKenzie Street, Seaford, Vic 3198",Townhouse,3,2,2,324,2025-08-22,"$1,200,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-148698016
Seaford,"2/74B Centenary Street, Seaford, Vic 3198",Townhouse,2,1,2,159,2025-08-18,"$642,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-148282560
Seaford,"7/200-203 Nepean Highway, Seaford, Vic 3198",Townhouse,3,2,2,360,2025-08-12,"$780,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-148547028
Seaford,"3/3 Lorna Street, Seaford, Vic 3198",Townhouse,3,2,2,697,2025-08-09,"$720,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-148502300
Seaford,"2A McKenzie Street, Seaford, Vic 3198",Townhouse,3,3,1,359,2025-08-05,"$950,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-148841012
Seaford,"2/274 Nepean Highway, Seaford, Vic 3198",Townhouse,2,1,1,2155,2025-07-30,"$530,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-148359912
Seaford,"2/2C Bellevue Crescent, Seaford, Vic 3198",Townhouse,2,1,1,314,2025-07-24,"$642,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-148479452
Seaford,"2/112 Austin Road, Seaford, Vic 3198",Townhouse,3,2,2,200,2025-07-23,"$770,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-147828440
Seaford,"7B Rosslyn Avenue, Seaford, Vic 3198",Townhouse,5,3,2,766,2025-07-18,"$1,195,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-147623876
Seaford,"35/99-101 Nepean Highway, Seaford, Vic 3198",Townhouse,2,1,1,115,2025-07-14,"$570,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-147115176
Seaford,"131A Fortescue Avenue, Seaford, Vic 3198",Townhouse,4,4,2,383,2025-07-10,"$1,130,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-147824596
Seaford,"1/1 Riviera Street, Seaford, Vic 3198",Townhouse,3,2,1,117,2025-07-10,"$792,000.00 ",https://www.realestate.com.au/sold/property-townhouse-vic-seaford-148309016
Seaford,"37 Park Street, Seaford, Vic 3198",House,3,1,0,633,2025-09-16,"$810,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148934188
Seaford,"7 Rossiter Court, Seaford, Vic 3198",House,3,2,2,758,2025-09-13,"$960,500.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148796716
Seaford,"31 Levuka Street, Seaford, Vic 3198",House,2,1,1,666,2025-09-13,"$790,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148821028
Seaford,"65 Milroy Crescent, Seaford, Vic 3198",House,3,2,2,530,2025-09-10,"$1,175,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148799712
Seaford,"2/28 Robinsons Road, Seaford, Vic 3198",House,3,2,2,226,2025-09-09,"$955,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148848384
Seaford,"23 Seacrest Avenue, Seaford, Vic 3198",House,4,2,2,664,2025-09-06,"$1,215,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148769232
Seaford,"33 Milroy Crescent, Seaford, Vic 3198",House,3,2,2,537,2025-09-06,"$942,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148736552
Seaford,"58 Nabilla Avenue, Seaford, Vic 3198",House,3,1,1,505,2025-09-06,"$941,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-149095800
Seaford,"7 Beach Grove, Seaford, Vic 3198",House,3,2,2,250,2025-09-06,"$910,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148902400
Seaford,"9 Newton Street, Seaford, Vic 3198",House,3,1,1,664,2025-09-04,"$1,130,500.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-149079908
Seaford,"15 Harold Street, Seaford, Vic 3198",House,4,2,3,664,2025-09-01,"$1,250,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148920328
Seaford,"13 Taldra Crescent, Seaford, Vic 3198",House,3,1,2,547,2025-08-26,"$870,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148823720
Seaford,"12 Levuka Street, Seaford, Vic 3198",House,4,2,4,714,2025-08-21,"$837,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148681648
Seaford,"31 Ti-Tree Crescent, Seaford, Vic 3198",House,3,2,1,523,2025-08-18,"$850,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148821644
Seaford,"2 Moomba Avenue, Seaford, Vic 3198",House,3,1,2,655,2025-08-16,"$780,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148887256
Seaford,"15 Bognor Avenue, Seaford, Vic 3198",House,3,1,2,534,2025-08-14,"$980,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148658440
Seaford,"57 Hadley Street, Seaford, Vic 3198",House,3,1,2,696,2025-08-14,"$790,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148716852
Seaford,"64 Centenary Street, Seaford, Vic 3198",House,3,1,5,697,2025-08-09,"$785,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148541656
Seaford,"11 Newton Street, Seaford, Vic 3198",House,4,2,2,664,2025-08-04,"$1,220,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148516396
Seaford,"5 Rossiter Court, Seaford, Vic 3198",House,3,1,3,758,2025-08-04,"$780,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148574788
Seaford,"18 Holroyd Street, Seaford, Vic 3198",House,3,1,2,677,2025-07-26,"$760,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148457836
Seaford,"49 Maple Street, Seaford, Vic 3198",House,3,1,3,553,2025-07-21,"$873,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148414528
Seaford,"27 Denbigh Road, Seaford, Vic 3198",House,4,2,3,579,2025-07-16,"$1,020,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148357344
Seaford,"1D Catron Street, Seaford, Vic 3198",House,3,2,2,359,2025-07-16,"$965,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148405284
Seaford,"66 Centenary Street, Seaford, Vic 3198",House,3,2,1,277,2025-07-15,"$805,000.00 ",https://www.realestate.com.au/sold/property-house-vic-seaford-148312024
